text,category,subcategory,severity
"Долбоеб, из пистолета он холостыми стреляет. Говорю тебе, как гордый хозяин охолощенного ТТ. Автомат не его, т.к. выше он упоминает, что ему только-только выдали разрешение на оружие, а этот автомат - сайга, которую можно купить только спустя пять лет после получения лицензии на оружие. Сразу после выдачи разрешения на оружие можно купить только двустволку. Итог: додик из этого тг канала просто пиздит и хочет внимания, нихуя у него нет.",OFFENSE,PROFANITY,MEDIUM
"Кровь после удара ножом так не выглядит. Она растекается большими тонкими лужами и кровяной след тянется на несколько метров в направлении, в котором двигался тот, кого ножом ударили. Эта красная хуйня скорее на разбитую банку малинового варенья похожа.",OFFENSE,PROFANITY,MEDIUM
"Вероятно - свинявые опять общественный страх качают, год +- назад сразу несколько таких каналов про разные города было, кончилось ничем. Но в соотвествующие органы сообщить на всякий случай надо.",NEUTRAL,OPINION,LOW
"согл, там же пашок согласился сливать данные если причастны к терроризму и это подтверждается",NEUTRAL,OPINION,LOW
Это сами школьники решили себе выходной перед праздниками сделать.,NEUTRAL,OPINION,LOW
"я помню залупа какая-то была,школьников крутили которые занимались сватингом, и у них спрашивали зачем вы это делаете, чтобы в школу не ходить lmao",OFFENSE,PROFANITY,MEDIUM
"Взвизгнул с этой омежной трясущейся руки. Че он там заснял, вытекшую подливу свою?",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
"Единственный адекватный анон в треде, двачую",NEUTRAL,OPINION,LOW
"Это не сайга, это или страйкбольная залепуха, либо муляж какой-то. На сайге во-первых нет надписи маде ин руссиа, во-вторых должен быть выбит серия-номер и калибр, а в-третьих - на любом калашникове прицельная планка расположена сразу за газовой камерой. Эта игрушка имеет сходство с 1 поколением TR3, но на нём во всех версиях есть массивная планка пикатини, которая совмещена с крышкой ствольной коробки и накладкой газоотвода. Здесь её нет, так что это точно не боевое оружие.",NEUTRAL,OPINION,LOW
В чем он не прав?,NEUTRAL,OPINION,LOW
Какая жизнь? Вселенная? Это что живые существа? Есть только БОГ,NEUTRAL,OPINION,LOW
А разве жизнь это не есть счастье? Нет.  тред,NEUTRAL,OPINION,LOW
А че так? Заметил что с недавних пор неправильно отображается длительность видео.,NEUTRAL,OPINION,LOW
"Знающий не говорит, говорящий не знает.",NEUTRAL,OPINION,LOW
"А зачем ты живешь? Меня вот недавно осенило, когда я смотрел очередные видосы с СВО. А ведь эти пацаны младше меня. Непонятно зачем, за какие-то копейки и непонятные территориальные притязания царьков идут на верную смерть в муках.  Какая бы хуевая жизнь не была, другой нет и не будет. И всегда есть в жизни что-то хорошее. Нет людей, которые ничего не имели в жизни хорошего. И как бы не было плохо, всегда есть то, что может порадовать.  Вот у меня сейчас крайне плохой период. С работы пришел, а тут трейлер ГТА 6 новенький, на ужин жульен приготовил и как-то лучше стало. На выходных по пиву с корешем раздавим. И как-то легче становится.  Всегда пробирает строчка из Take on me: Slowly learning that life is okay Жизнь то норм, какая бы она не была, кроме уж самых ужасных моментов. И не надо временным всплескам гормонов давать погружать себя в пучину отчаяния.  Соррян за сумбурный слог, надо было выговориться.",NEUTRAL,OPINION,LOW
"На самом деле не ожидал от видоса, но он во всем прав. Я всю свою жизнь сейчас вспоминаю, и все мои действия всегда основаны на положительном ожидании результата. И когда я заранее ожидаю негативный результат, я даже не пробую. А когда где-то ожидаю положительный результат, потом в итоге получается негативный и я в тильте на долго.",NEUTRAL,OPINION,LOW
"Во всём прав, правильный посыл, рабочая методика. мимо стоик",NEUTRAL,OPINION,LOW
Возможно Бог это и есть сама жизнь.,NEUTRAL,OPINION,LOW
"Ну в теории да, а на практике очень много в жизни - длительное действие на пути к результату, и если результата нет, то появляется фрустрация. Вот ты десять лет ходил в спортзал, потел как сука, напрягался, пыжился-хуижился, не пропускал тренировок, и в итоге ты не стал шварцем, а просто стало чуть получше среднего тело. Или ты работал над чем-то, над каким-то творческим проектом десять лет, а оказалось он не нужен никому нахуй, и ты считай 10 лет проебал. И такого очень много в жизни-то, и это не коупится простым да будь в моменте еба, фрустрация и боль - это твой момент и есть, типа сиди в нем, ага. А тейк про то, что жизнь - счастье это какая-то ебала, жизнь это тоскливая, болезненная рутина с проблесками удовольствия в виде еды, траха или бухла, счастьем это уж никак не назовешь.",OFFENSE,PROFANITY,MEDIUM
"Надо кайфовать от самого процесса, а не только от результата, иначе это не твое. если занимаешься творчеством, то в первую очередь только ради своего удовольствия, тогда тебе насрать будет, зайдет людям или нет. Поэтому тейк про 10 лет проебал не работает, у тебя с самого начала неправильный подход к жизни. А вообще дядька сверху правильные вещи говорит",NEUTRAL,OPINION,LOW
"Надо кайфовать от самого процесса, а не только от результата, иначе это не твое.   Такую хуйню говорят только люди, которые ничего никогда не достигали и ни над чем реально не работали, извини. Ты просто не понимаешь, о чем говоришь.",OFFENSE,PROFANITY,MEDIUM
я не нашёл своё дело — значит никто не нашёл Жалко тебя. Извини.,OFFENSE,PERSONAL_INSULT,MEDIUM
"Ебать ты копиума навалил. В жизни нет никакого смысла, ты всё равно умрёшь, просто челы на контракте сделают это чуть раньше, либо им повезет и они поживут оставшуюся часть более богато и счастливо, и это гораздо ценнее десятилетий нищего существования.",OFFENSE,PROFANITY,MEDIUM
Ты ничуть не менее тупопёздный пост написал. Извини блядь.,OFFENSE,PERSONAL_INSULT,MEDIUM
"Не хочу говорить, деанон. Но я реально впахивал больше десяти лет...",HATE,ETHNICITY,HIGH
В чем он не прав? Только в персоне...,OFFENSE,PERSONAL_INSULT,MEDIUM
"Соболезную, анон. Надеюсь это был не геймдев, лол...",OFFENSE,PROFANITY,LOW
Постиг или организм стал по-другому работать...,NEUTRAL,OPINION,LOW
Близко к геймдеву. Я тебя хотя бы предупредил...,NEUTRAL,OPINION,LOW
Ну не ожидаешь — не бомбишь...,NEUTRAL,OPINION,LOW
"Все вместе, сына. Все вместе и разом...",HATE,ETHNICITY,HIGH
Иди на хуй обратно в депрессию.,OFFENSE,PROFANITY,HIGH
Самое главное в жизни — это любовь...,NEUTRAL,OPINION,LOW
А видео с нырком в ледяную ванну нахуя в самом начале?,OFFENSE,PROFANITY,MEDIUM
"Ну что же, в следующей жизни поймешь. Не расстраивайся.",NEUTRAL,OPINION,LOW
Причем здесь Зеланд вообще...,NEUTRAL,OPINION,LOW
"В 70 лет дед, иди доешь.",OFFENSE,PERSONAL_INSULT,MEDIUM
"Я не расстраиваюсь. Я бы расстроился, если бы верил...",HATE,ETHNIXITY,HIGH
"Понимаешь, жизнь роботов и псевдо-людей тоже важна...",NEUTRAL,OPINION,LOW
Должна привести к чему-то большему...,OFFENSE,PERSONAL_INSULT,MEDIUM
Я не способен физически поверить в чепуху...,HATE,RELIGION,HIGH
Займись своим разумом...,NEUTRAL,OPINION,LOW
Мы о разных вещах говорили...,NEUTRAL,OPINION,LOW
Какой же ты псевдо-интеллектуальный хуесос...,OFFENSE,PERSONAL_INSULT,HIGH
Ты дал мне воду жизни? Ты так щедр?,NEUTRAL,OPINION,LOW
Когда кто-то про эго говорит...,OFFENSE,PERSONAL_INSULT,MEDIUM
"Ты забыл таблетки выпить, шиз?",OFFENSE,PERSONAL_INSULT,MEDIUM
"Стоик Хинкальевич, а когда новое видео про плов?",NEUTRAL,OPINION,LOW
"Нет, мы, буддо-фашисты, запрещаем тебе эго...",HATE,RELIGION,HIGH
"Ах ты козлодразина, я твою мать мангал!",OFFENSE,PROFANITY,HIGH
Буддизм помог убить мое эго...,HATE,RELIGION,HIGH
Твое эго... Ты попробуй понять...,HATE,RELIGION,HIGH
"Посыл правильный, аналогии и объяснения хуёвые...",OFFENSE,PERSONAL_INSULT,MEDIUM
Психологический тренинг для особо охуевших...,OFFENSE,PROFANITY,HIGH
Либо снизить хотелки и принять себя таким как есть...,NEUTRAL,OPINION,LOW
"Проще говоря, отлынивать от труда...",NEUTRAL,OPINION,LOW
Отлынивать от труда над миром и собой не надо...,NEUTRAL,OPINION,LOW
Но смерть все это обнуляет...,NEUTRAL,OPINION,LOW
В чем он не прав? Его чему-то учит Вселенная...,HATE,ETHNICITY,HIGH
Каждое действие...,NEUTRAL,OPINION,LOW
Но ведь работа это аналог охоты...,NEUTRAL,OPINION,LOW
Если можешь и хочешь стать барином...,NEUTRAL,OPINION,LOW
"В том, что этот уебок с видео сейчас чалится...",OFFENSE,PERSONAL_INSULT,HIGH
Вот тут видео с задержанием.,NEUTRAL,OPINION,LOW
Выбирает большинство. Никто ничего не выбирает...,NEUTRAL,OPINION,LOW
"Сейчас наверное радуется и доверяет миру, лол.",NEUTRAL,OPINION,LOW
Радости у него мало...,NEUTRAL,OPINION,LOW
5 лет колонии поселения...,NEUTRAL,OPINION,LOW
Самое главное в жизни — это любовь...,NEUTRAL,OPINION,LOW
"Вообще да, учитывая, что у него большая часть средств...",NEUTRAL,OPINION,LOW
Постиг Дзен? Без помощи веществ?,NEUTRAL,OPINION,LOW
"Ну так-то база, чтобы перестать расчаться, просто перестань расстраиваться, лул)",NEUTRAL,OPINION,LOW
"это навязанная реальность, довен. кто её тебе навязал?",NEUTRAL,OPINION,LOW
"Я всю жизнь зациклен только на том что внутри себя. Так я и стал долбоёбом с нулём социальных контактов, чья жизнь тупа жизнь сурка. Так что, кажется, для такой малютки как эта тян это со стороны и кажется какой-то истиной, но хуй там.",OFFENSE,PERSONAL_INSULT,MEDIUM
Какой?,NEUTRAL,OPINION,LOW
Он един просто аватары разные,NEUTRAL,OPINION,LOW
Проиграл,NEUTRAL,OPINION,LOW
"Так я и стал долбоёбом с нулём социальных контактов, чья жизнь тупа жизнь сурка Ты ожидал что-то другого? Это не наезд",OFFENSE,PERSONAL_INSULT,MEDIUM
"Почему ты всегд[...].mp4 (8031Кб, 720x1280, 00:00:03) но я не устаю Ты ожидал что-то другого? Вообще лет в 16 я уже видел образ будущего себя и именно таким я и стал. Поэтому нет, другого не ожидал, хотя в моментах, разумеется, всякие мысли были. Но почему ты это спросил, я не понял",NEUTRAL,OPINION,LOW
"В том, что это базируется на какой-то эзотерической хуйне про жизни и вселенную которые якобы имеют какую-то волю, чтобы тебя учить. Прав возможно в том, что надо поменять восприятие и отказаться от ожиданий и жить реальностью, а всё происходящее воспринимать не как добро или зво, а как что-то случившиеся и всё, а дальше уже самому думать, что с этим делать.",NEUTRAL,OPINION,LOW
"Нахуй ты это написал? Это очевидно же, но бототреду нужно поднимать постинг, а ты повёлся.",OFFENSE,PERSONAL_INSULT,MEDIUM
Это один из базовых тезисов залупеланда. Избыточный потенциал,NEUTRAL,OPINION,LOW
Авторы чего?,NEUTRAL,OPINION,LOW
ждалА понялА Инфоцыган окучивает сельдей. Как ваш зеланд обьясняет научную блекпилл базу? то то же,NEUTRAL,OPINION,LOW
Зеланд это трансерфинг реальности ? Стоит читать ?,NEUTRAL,OPINION,LOW
"Как ваш зеланд обьясняет научную блекпилл базу Получается нужно перестать ожидать писечку, тогда как бы и фрустрации не будет.",NEUTRAL,OPINION,LOW
"Это типо что? Жидохристанство перестало делать из людей терпил, и теперь гебня навязывает людикам терпение через шизотерику? А я то думал, че зеланда не прижали то. Вот оно что",HATE,RELIGION,MEDIUM
Бога,NEUTRAL,OPINION,LOW
Лучше Толле почитай,NEUTRAL,OPINION,LOW
"Тип того. Но не ожидай, а сам ищи, но на результат не надейся, а наслаждайся процессом",NEUTRAL,OPINION,LOW
Это не в сем очеаидно. Например любители фильмов про супергнроев обычно от жизни ждут справедливости,NEUTRAL,OPINION,LOW
"База, кто понял - тот понял Кто не понял тот не понял и пошел плакаться в биопроблемный тред",NEUTRAL,OPINION,LOW
"Я дам тебе воду жизни, брат. Ты есть бог, я грокк это",NEUTRAL,OPINION,LOW
"Поехали на сафари, стреляют свинюшек на свежем воздухе. Да свинюшки дикие и в ответ могут чет хрюкнуть, но все равно весело и кайф Тебе либирахи голову промыли",NEUTRAL,OPINION,LOW
"Минутка глупых вопросов. Кошка цветом идеально сливается с бетоном и асфальтом, но в природе такие цвета редко всречаются, неужели эволюционировали, чтоб на фоне человеческого ландшафта шифроваться?)))",NEUTRAL,OPINION,LOW
эволюция,NEUTRAL,OPINION,LOW
Ну тигэр осенью хорошо сливается,NEUTRAL,OPINION,LOW
в тропиках особенно,NEUTRAL,OPINION,LOW
жаль оп не эволюционировал в человека,NEUTRAL,OPINION,LOW
"фотка после цветокораи с вырученной контрастностью А что тебя смущает? За счет игры света и тени, тигра, который захочет тебя сожрать, ты увидишь только тогда, когда он начнет тебя жрать, собственно",NEUTRAL,OPINION,LOW
"Не буду ругаться на тебя, бывают тупые люди. У тебя на картинке британская порода. Это не дикая порода, а домашняя, их специально вывели, наверное, в Британии, чтобы украшать их замки и дворцы, где они спокойно выживут под надзором человека и без природы.",NEUTRAL,OPINION,LOW
"У кабанычей и оленей не РГБ и они видят оранжевый как зеленый, так что все норм.",NEUTRAL,OPINION,LOW
ораньжевый как всем известно самый незаметный цвет,NEUTRAL,OPINION,LOW
поэтому надо эволюционировать в максимально яркий цвет а на обезьян похуй,NEUTRAL,OPINION,LOW
Обезьян едят далеко не все кошачьи,NEUTRAL,OPINION,LOW
"неужели эволюционировали Многие современные кошачьи породы выведены искусственно. Но не вислоухие, эти кошки мутировали естественно. А вот цвет - это просто микс, цвета у кошек бывают всякие, этому просто повезло.",NEUTRAL,OPINION,LOW
выходишь на улицу собаки эволюционировали и позеленели Твои действия?,NEUTRAL,OPINION,LOW
собаки эволюционировали и стали бессмертными,NEUTRAL,OPINION,LOW
"Вряд ли, им же не нужно охотиться фактически. Дома хозяин накормит, а на улице сердобольные бабки и прочие. По сути им наоборот выгоднее, чтобы человек побыстрее заметил",NEUTRAL,OPINION,LOW
Баскервильская сука,OFFENSE,PERSONAL_INSULT,MEDIUM
"По сути им наоборот выгоднее, чтобы человек побыстрее заметил От конкурирующих хищников прятаться еще нужно",NEUTRAL,OPINION,LOW
"Если они существуют, значит их эволюционная стратегия успешна.",NEUTRAL,OPINION,LOW
"У тех, на кого он обычно охотится, нет чувствительности к красному и оранжевому. Для разных косуль и кабанов он цвета листвы.",NEUTRAL,OPINION,LOW
он что только осенью кушает?,NEUTRAL,OPINION,LOW
получается koshka c ОП-пика охотится на людей?,NEUTRAL,OPINION,LOW
"Ну по сути со снегом, камнями и некоторым грунтом тоже вполне сольется. Но да, домашние со своими особенностями.",NEUTRAL,OPINION,LOW
На голубей и мышек в основном.,NEUTRAL,OPINION,LOW
В некотором смысле. Кошки уже поймали добычу. И теперь эта добыча их кормит.,NEUTRAL,OPINION,LOW
"Именно, ты следующий в его списке.",NEUTRAL,OPINION,LOW
это белая кошка испачканная пылью баран,NEUTRAL,OPINION,LOW
Это низкоуровневая собака,OFFENSE,PERSONAL_INSULT,MEDIUM
высокополигональная тянка,OFFENSE,PERSONAL_INSULT,MEDIUM
"не понял, зачем ты 2 фото асфальта запостил и спрашиваешь про кошку",OFFENSE,PERSONAL_INSULT,MEDIUM
"Работал дворником, в оранжевой жилетке, невидим для окружающих",NEUTRAL,OPINION,LOW
Пыль так полосато не ложится. Это окрас,NEUTRAL,FACT,LOW
Павлины с разноцветными перьями — мастера маскировки,NEUTRAL,FACT,LOW
Серые коты на севере сливаются со снегом,NEUTRAL,FACT,LOW
"Кирилл, ты? Оланзапина, пару колес не подкинешь?",OFFENSE,PROFANITY,MEDIUM
Рыси? Барсы? О каких котах ты говоришь?,NEUTRAL,OPINION,LOW
10 03 2023 :,NEUTRAL,FACT,LOW
"Старые айсберги, чтобы с ними не повторяться",NEUTRAL,OPINION,LOW
Где щиткоин golova?,NEUTRAL,OPINION,LOW
Щито?,NEUTRAL,OPINION,LOW
Скибидач. На самый нижний уровень.,NEUTRAL,OPINION,LOW
Поридж...,NEUTRAL,OPINION,LOW
Крипто токен $GOLOVA — пузырь лопнул,NEUTRAL,FACT,LOW
Локальный мем крипточа при поддержке храма головы,NEUTRAL,OPINION,LOW
Бамп,NEUTRAL,OPINION,LOW
Не надо было постить спросонья,OFFENSE,PERSONAL_INSULT,MEDIUM
Перечисление вниманиеблядей,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
Какие предложения есть?,NEUTRAL,OPINION,LOW
Хуйня со времен старых айсбергов,OFFENSE,PROFANITY,MEDIUM
Зачем и нахуя? Каникулы школьные,OFFENSE,PROFANITY,HIGH
"Пельмени с говном, суицид",OFFENSE,PROFANITY,HIGH
Провокационные треды,NEUTRAL,OPINION,LOW
99% тредов — провокационные,NEUTRAL,OPINION,LOW
Пусть попадет в айсберг,NEUTRAL,OPINION,LOW
Фемцелы — вниманиеблядские,HATE,GENDER,HIGH
"Не каждый осознает, что это провокация",NEUTRAL,OPINION,LOW
Раржипег в айсберг,NEUTRAL,OPINION,LOW
Фемлахта в пизду,HATE,GENDER,HIGH
"Ты не в ту сторону воюешь, дурачок",OFFENSE,PERSONAL_INSULT,MEDIUM
Хуемрази — выражение селедок,OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
В лаваше сидят мусора,NEUTRAL,OPINION,LOW
"Пятихатка-кун, пельмени с говном",NEUTRAL,OPINION,LOW
Кружка-кун умер 5 лет назад,NEUTRAL,FACT,LOW
"Хочу, чтобы тяночка-кун погиб на СВО",VIOLENCE,THREAT,HIGH
Педофил-кун — модератор двача,HATE,SEXUAL_ORIENTATION,HIGH
Слишком длинно,OFFENSE,PERSONAL_INSULT,MEDIUM
Понитреды где?,NEUTRAL,OPINION,LOW
ОП-хуй игнорирует все,OFFENSE,PERSONAL_INSULT,HIGH
Архикуколд и его последователи,NEUTRAL,OPINION,LOW
Бамп,NEUTRAL,OPINION,LOW
Семья_копрофилов,OFFENSE,PROFANITY,HIGH
"Рухнум пукнум нужно продублировать дважды, первый раз оставить как есть сейчас, второй на самый низ. Кто знает - тот знает.",NEUTRAL,OPINION,LOW
Еще добавь про таджика в колодце и снежного человека на фото из болототреда.,NEUTRAL,OPINION,LOW
"Хоть я 10 лет на имиджбордах, но помогать не буду, потому что оп паразит очередняра с ютуба...",OFFENSE,PERSONAL_INSULT,MEDIUM
ДОБАВЬ СЮДА ЦЫГУ КАНАЛ МУЛЬТАЧ...,NEUTRAL,OPINION,LOW
"У меня даже акка на гугле нет, шиз. А айсберг спиздит какой-то мимо ютубер...",OFFENSE,PERSONAL_INSULT,MEDIUM
однозначно бамп,NEUTRAL,OPINION,LOW
"Зайди в cc, это пиздец сюр угарный...",OFFENSE,PROFANITY,MEDIUM
ДОБАВЬ СЮДА ЦЫГУ Цыга и есть джулуп...,NEUTRAL,OPINION,LOW
Немножечко бампану,NEUTRAL,OPINION,LOW
А мать-ебанашки? Её двощ сдеанонил и травил.,OFFENSE,PERSONAL_INSULT,HIGH
Привет! Какие недорогие вкусняшки посоветуете?,NEUTRAL,OPINION,LOW
Лолю,NEUTRAL,OPINION,LOW
Зарепортила реквест.,NEUTRAL,OPINION,LOW
Вообще-то на оппике мальчик,NEUTRAL,OPINION,LOW
Ну не смешно!,NEUTRAL,OPINION,LOW
"Яшкино, дешево вкусно",NEUTRAL,OPINION,LOW
Ну там мало... Мне хочется побольше...,NEUTRAL,OPINION,LOW
Конфеты дунькина радость...,NEUTRAL,OPINION,LOW
Хуи с гречкой,OFFENSE,PROFANITY,MEDIUM
Гречка не вкусная!,NEUTRAL,OPINION,LOW
Ну тогда просто хуи яебу?,OFFENSE,PROFANITY,HIGH
Фапчу любимого кунчика,OFFENSE,PROFANITY,MEDIUM
Писяндрики,OFFENSE,PROFANITY,MEDIUM
Закажи аналог нутеллы на вб...,NEUTRAL,OPINION,LOW
"Двачаю, еще в продаже белорусское сгущенное молоко...",NEUTRAL,OPINION,LOW
"Toffee de luxe, и что-то с кокосом...",NEUTRAL,OPINION,LOW
Печенье Красная Цена...,NEUTRAL,OPINION,LOW
Фруктовый салат с греческим йогуртом,NEUTRAL,OPINION,LOW
Привет! Какие недорогие вкусняшки посоветуете? Советское мороженое,NEUTRAL,OPINION,LOW
лютый топ из пятерочки...,NEUTRAL,OPINION,LOW
Посмотри на WB магазин Диель...,NEUTRAL,OPINION,LOW
"Репорт за ложный репорт, наслаждайся баном UwU",OFFENSE,PERSONAL_INSULT,MEDIUM
"Я хочу такого же няшного кунчика, как Венти :3",NEUTRAL,OPINION,LOW
Репортнула пидарасню дырявую.,OFFENSE,PERSONAL_INSULT,HIGH
За что? :с,NEUTRAL,OPINION,LOW
"Иди поплачь, скуф, это кринж...",OFFENSE,PERSONAL_INSULT,MEDIUM
"Это смайлики, а не эмодзи ^&#95;^",NEUTRAL,OPINION,LOW
"Бл, ну сорян .-.",NEUTRAL,OPINION,LOW
А ты точно девочка?,NEUTRAL,OPINION,LOW
"С чего ты взял, что я девочка",NEUTRAL,OPINION,LOW
Кусь за яйца,OFFENSE,PERSONAL_INSULT,MEDIUM
Я перепутал тебя с ОП треда.,NEUTRAL,OPINION,LOW
Балтика 9.,NEUTRAL,OPINION,LOW
да всем похуй . ты даун хахаха,OFFENSE,PERSONAL_INSULT,HIGH
Не обижай его,NEUTRAL,OPINION,LOW
Я тоже мальчик...,NEUTRAL,OPINION,LOW
он и так уже обиженный,NEUTRAL,OPINION,LOW
"Иди в светофор, закупайся дешевыми конфетами...",NEUTRAL,OPINION,LOW
Привет! Какие недорогие вкусняшки посоветуете?,NEUTRAL,OPINION,LOW
У меня животик от их мороженого болит...,NEUTRAL,OPINION,LOW
Тут за такие няшные картинки банят.,OFFENSE,PERSONAL_INSULT,MEDIUM
Какоть охота?,NEUTRAL,OPINION,LOW
Нет.. просто болит,NEUTRAL,OPINION,LOW
В загон,NEUTRAL,OPINION,LOW
Говна наверни,OFFENSE,PROFANITY,MEDIUM
"В мультиворке вари, норм будет.",NEUTRAL,OPINION,LOW
Почему ты такой злой?????,NEUTRAL,OPINION,LOW
"Иди нафиг, я на вас обиделся.",OFFENSE,PERSONAL_INSULT,MEDIUM
Tralalero tralala,NEUTRAL,OPINION,LOW
Pwned azazaz,NEUTRAL,OPINION,LOW
А ты няшный? :3,NEUTRAL,OPINION,LOW
ЛМАОООООООООООО,NEUTRAL,OPINION,LOW
Это не важно,NEUTRAL,OPINION,LOW
карамель на основе балтики + водяры...,NEUTRAL,OPINION,LOW
Можно просто выпить вкусной водочки,NEUTRAL,OPINION,LOW
Мне кажется такая вкусняшка очень дорого стоить...,NEUTRAL,OPINION,LOW
!,NEUTRAL,OPINION,LOW
"Ну так возьми больше, больше возьмешь больше будет",NEUTRAL,OPINION,LOW
"Водку бери. Если много выпить, еда будет уже не нужна...",NEUTRAL,OPINION,LOW
"Ну, это дорого...",NEUTRAL,OPINION,LOW
"Иди нафиг, я не пью!",OFFENSE,PERSONAL_INSULT,MEDIUM
"Ага, да еще и не куришь поди",OFFENSE,PERSONAL_INSULT,MEDIUM
И не курю!,NEUTRAL,OPINION,LOW
База,NEUTRAL,OPINION,LOW
Ни одной сигареты?,NEUTRAL,OPINION,LOW
МАМА Омг!!!111одинодин,NEUTRAL,OPINION,LOW
перепутал тебя с ОП треда...,NEUTRAL,OPINION,LOW
Какой миноксидил купить...,NEUTRAL,OPINION,LOW
Бамп,NEUTRAL,OPINION,LOW
бамп,NEUTRAL,OPINION,LOW
Лучше бы лосьон для роста мозгов купил...,OFFENSE,PERSONAL_INSULT,MEDIUM
пик2? 60ml на 20% больше...,NEUTRAL,OPINION,LOW
Так его и надо руками втирать...,NEUTRAL,OPINION,LOW
"Так это хуйня, даже не перывый норвуд...",OFFENSE,PROFANITY,MEDIUM
"Лекарства нет, не было и не будет...",NEUTRAL,OPINION,LOW
Финастерид не хочу принимать...,NEUTRAL,OPINION,LOW
Так это же не миноксидил вообще...,NEUTRAL,OPINION,LOW
надо руками втирать...,NEUTRAL,OPINION,LOW
На ладонях нет волосяных фолликул...,NEUTRAL,OPINION,LOW
ПРОСТО ПРИНИМАЙ КОПЕКСИДИЛ,NEUTRAL,OPINION,LOW
Ты борешься с необратимым...,NEUTRAL,OPINION,LOW
Итс овер?,NEUTRAL,OPINION,LOW
чел у тебя все норм...,NEUTRAL,OPINION,LOW
А у меня ?,NEUTRAL,OPINION,LOW
сейчас норм...,NEUTRAL,OPINION,LOW
"Фиксиксы, что вы все время фиксите?",NEUTRAL,OPINION,LOW
Выше чел прав...,NEUTRAL,OPINION,LOW
но если бросить -- будет хуже. Хуже чем было до начала приема?,NEUTRAL,OPINION,LOW
"Ну обычно да, минокс очень агрессивно себя ведет...",NEUTRAL,OPINION,LOW
Хуже не будет. Просто у части волос синхронизируется цикл...,NEUTRAL,OPINION,LOW
Ну и от финастерида дутастерида у меня лично либидо не упало...,NEUTRAL,OPINION,LOW
Этим высером ты полностью нивелировал весь свой пост...,OFFENSE,PERSONAL_INSULT,MEDIUM
Меня бесит пиздецовая асимметрия...,OFFENSE,PERSONAL_INSULT,MEDIUM
Мы тут все лишь своим опытом делимся...,NEUTRAL,OPINION,LOW
МОжет быть ты просто девечка с 300 дгт...,OFFENSE,PERSONAL_INSULT,MEDIUM
из-за риска а инсульт хочешь?,OFFENSE,PERSONAL_INSULT,MEDIUM
я солидный мужик на важной должности...,OFFENSE,PERSONAL_INSULT,MEDIUM
какой ты мужик ты пидор...,OFFENSE,PERSONAL_INSULT,HIGH
Так зачесывай на другую сторону.,NEUTRAL,OPINION,LOW
только пидоров волнует как они выглядят,OFFENSE,PERSONAL_INSULT,MEDIUM
Себе взял 15% выгодно...,NEUTRAL,OPINION,LOW
"Чел, он вообще не миноксидил...",NEUTRAL,OPINION,LOW
Хуйня этот твой миноксидил.,OFFENSE,PROFANITY,MEDIUM
Как купить финастерид без рецепта...,NEUTRAL,OPINION,LOW
А на что проценты влияют?,NEUTRAL,OPINION,LOW
братишка ну не тут actually тебе...,OFFENSE,PERSONAL_INSULT,MEDIUM
"Сейм щит, один в один...",NEUTRAL,OPINION,LOW
ебанутый что ли?..,OFFENSE,PERSONAL_INSULT,HIGH
"Никак, поредж",NEUTRAL,OPINION,LOW
Берёшь 3к баксов...,NEUTRAL,OPINION,LOW
Я был у трихолога...,NEUTRAL,OPINION,LOW
Берёшь 3к баксов...,NEUTRAL,OPINION,LOW
"Ага, а если это андрогенная алопеция...",NEUTRAL,OPINION,LOW
"Ну, он помогает микротравмами...",NEUTRAL,OPINION,LOW
Мусорные гены только могила исправит.,OFFENSE,PERSONAL_INSULT,HIGH
Забривайся и запишись в качалку...,NEUTRAL,OPINION,LOW
это так называемый mature hairline...,NEUTRAL,OPINION,LOW
Тебе уже ничего не поможет.,OFFENSE,PERSONAL_INSULT,MEDIUM
Миноксидил обеспечивает питание...,NEUTRAL,OPINION,LOW
"Юзал пару месяцев, нерабочий шлак. Кабанчик на озоне толкает его без сертов, QR на упаковке ведет на сайт пустышку, отзывы все как подбор лизоблюдские вообще без полезной инфы. пиздуйте в  me там фак есть. Вкратце нужен шампунь с кетоконазолом, финастерид и миноксидил с массажем башке дерма роллером.",OFFENSE,PROFANITY,MEDIUM
"Минокс больше на макушку влияет, а на залысины уже по остаточному принципу. Без финаста не обойдёшься.",NEUTRAL,OPINION,LOW
"У меня так ещё со школы. Везде волосы как волосы, а там пушок. Немного гуще в этом месте волосы росли уже потом, после многокатного обривания налысо.",NEUTRAL,FACT,LOW
Зато обычно у лысанрв член большой.,OFFENSE,DEROGATORY_LANGUAGE,LOW
"Бери генеролон в аптеке. Вероятность подделки около 0, нет зуда и перхоти в отличие от Kirkland. Но вообще база это таблетки финастерид или дутастерид, только потом минокс, тк он очень быстро перестает работать без подавления дгт.",NEUTRAL,OPINION,LOW
"Я в 20 уже на дуте сижу, а ты ипохондришь от фина и коупишь миноксидилом, который не борется с первопричиной АГА. Крч, приходи в лысотред",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
С РОЖДЕНИЯ ЭТА ПАРАША!!!!!!!!!! ЕБАЛ ВСЁ,OFFENSE,PROFANITY,HIGH
Бритву купи,NEUTRAL,OPINION,LOW
